x,y
-2.0,1.5414961129423936
-1.9991998399679936,1.4777406960813635
-1.998399679935987,1.5560407576176263
-1.9975995199039809,1.6432420356265622
-1.9967993598719744,1.4671532477237668
-1.995999199839968,1.4667468351515975
-1.9951990398079615,1.647636190839765
-1.994398879775955,1.5659752167341559
-1.9935987197439489,1.4417636200800967
-1.9927985597119424,1.54240888339077
-1.991998399679936,1.4412154617328026
-1.9911982396479295,1.4403511663211392
-1.990398079615923,1.5104498661785963
-1.9895979195839169,1.2942177275147404
-1.9887977595519104,1.312308727173913
-1.987997599519904,1.4277891922388823
-1.9871974394878975,1.3819149759016147
-1.9863972794558913,1.5137657046754713
-1.9855971194238848,1.3906442216601342
-1.9847969593918784,1.3392847257280538
-1.983996799359872,1.6261112837234735
-1.9831966393278655,1.4559629684688065
-1.9823964792958593,1.4842505287121897
-1.9815963192638528,1.3339429556373208
-1.9807961592318464,1.4208625632851692
-1.97999599919984,1.4852391917494663
-1.9791958391678335,1.357856748659118
-1.9783956791358273,1.50929820038212
-1.9775955191038208,1.410399983086071
-1.9767953590718144,1.4399931357922944
-1.975995199039808,1.4076537581015232
-1.9751950390078015,1.6516774417986597
-1.9743948789757952,1.4636884468929774
-1.9735947189437888,1.3578190119236049
-1.9727945589117823,1.5443599692640615
-1.971994398879776,1.3384999733314884
-1.9711942388477695,1.4799130953103248
-1.9703940788157632,1.2614657091820272
-1.9695939187837568,1.3229837426964906
-1.9687937587517503,1.4738217903262152
-1.9679935987197439,1.526279390810481
-1.9671934386877377,1.4678304286021846
-1.9663932786557312,1.437353497097401
-1.9655931186237248,1.4169965942878533
-1.9647929585917183,1.297407374349677
-1.9639927985597119,1.3713917913803224
-1.9631926385277056,1.3953930624069155
-1.9623924784956992,1.5452140379031547
-1.9615923184636928,1.4718727294450384
-1.9607921584316863,1.2591802414066235
-1.9599919983996799,1.4658303442881477
-1.9591918383676736,1.3928158072493726
-1.9583916783356672,1.3614983852051228
-1.9575915183036607,1.4881892914111163
-1.9567913582716543,1.5279172856352183
-1.9559911982396478,1.5157056768183204
-1.9551910382076416,1.336380972735734
-1.9543908781756352,1.3870713450926684
-1.9535907181436287,1.4487736506132245
-1.9527905581116223,1.5108214827287372
-1.9519903980796158,1.362934217961842
-1.9511902380476096,1.389835497296108
-1.9503900780156032,1.29528280542449
-1.9495899179835967,1.2837757769444502
-1.9487897579515903,1.482094461658469
-1.9479895979195838,1.5338767016098414
-1.9471894378875776,1.3884279617752788
-1.9463892778555711,1.4933240721789607
-1.9455891178235647,1.4264418049030654
-1.9447889577915582,1.3230393376195377
-1.9439887977595518,1.4209297549495814
-1.9431886377275456,1.5357985838050456
-1.9423884776955391,1.3755829890902818
-1.9415883176635327,1.5327666399864188
-1.9407881576315262,1.1114305442718289
-1.93998799759952,1.4526642684082502
-1.9391878375675136,1.3762139560692692
-1.9383876775355071,1.33461009925521
-1.9375875175035007,1.3706549374138477
-1.9367873574714942,1.1596565216026669
-1.935987197439488,1.3333473936860136
-1.9351870374074815,1.387893714209381
-1.934386877375475,1.496806531192901
-1.9335867173434687,1.2939916603259398
-1.9327865573114622,1.261737854583156
-1.931986397279456,1.2891471128345287
-1.9311862372474495,1.4275657940052755
-1.930386077215443,1.365570714885861
-1.9295859171834366,1.2763569565901856
-1.9287857571514302,1.377264540202457
-1.927985597119424,1.3322179149354139
-1.9271854370874175,1.4159146624469259
-1.926385277055411,1.2453525955683113
-1.9255851170234046,1.2792672686987356
-1.9247849569913982,1.2692661827405707
-1.923984796959392,1.1585370544607263
-1.9231846369273855,1.3308802657340209
-1.922384476895379,1.3237216933149762
-1.9215843168633726,1.2944437816996874
-1.9207841568313664,1.266758437826703
-1.91998399679936,1.144933341364767
-1.9191838367673535,1.2406278018244996
-1.918383676735347,1.2446115607134693
-1.9175835167033406,1.1948148298077452
-1.9167833566713344,1.2550425031440622
-1.915983196639328,1.3076737586588396
-1.9151830366073215,1.4519540514677658
-1.914382876575315,1.2768293300631388
-1.9135827165433086,1.2811320844523661
-1.9127825565113024,1.243907470412131
-1.911982396479296,1.0554195886532527
-1.9111822364472895,1.2405597147281777
-1.910382076415283,1.2451183722919308
-1.9095819163832766,1.481273782271502
-1.9087817563512703,1.2115377794593287
-1.907981596319264,1.2567231154836296
-1.9071814362872574,1.2188620259169713
-1.906381276255251,1.1012006537270422
-1.9055811162232446,1.3280565438567968
-1.9047809561912383,1.2846440389630571
-1.9039807961592319,1.2842011908227866
-1.9031806361272254,1.1097774176613753
-1.902380476095219,1.3365847880161084
-1.9015803160632125,1.0516805920397247
-1.9007801560312063,1.2460830182569902
-1.8999799959991999,1.4019458734122077
-1.8991798359671934,1.0793211945879224
-1.898379675935187,1.1171912083266193
-1.8975795159031805,1.1792040341762229
-1.8967793558711743,1.1142811357841749
-1.8959791958391679,1.0049241743896151
-1.8951790358071614,1.1621807703415006
-1.894378875775155,1.0444003228737353
-1.8935787157431487,1.193268552333615
-1.8927785557111423,1.0492180227838366
-1.8919783956791358,1.2913776744886105
-1.8911782356471294,1.053255472955158
-1.890378075615123,1.0945441294193188
-1.8895779155831167,1.2032445231476587
-1.8887777555511103,0.9939220631684338
-1.8879775955191038,1.1348434868509205
-1.8871774354870974,1.2378742053552114
-1.886377275455091,0.9414476143748
-1.8855771154230847,1.1156690369912072
-1.8847769553910783,1.1181774839308751
-1.8839767953590718,1.1653290203894309
-1.8831766353270654,0.9583833020588481
-1.882376475295059,0.9449385995055976
-1.8815763152630527,1.1240586898864133
-1.8807761552310462,1.0964177957171106
-1.8799759951990398,1.0865980693713218
-1.8791758351670333,1.0909978610155053
-1.8783756751350271,0.9831297629284822
-1.8775755151030207,1.069111879209055
-1.8767753550710142,1.0699232512958046
-1.8759751950390078,0.9638857179647607
-1.8751750350070013,1.216578669852027
-1.874374874974995,1.072040515382119
-1.8735747149429887,0.9001586666923762
-1.8727745549109822,1.0795521025178574
-1.8719743948789758,0.9110123761084505
-1.8711742348469693,1.08174902589086
-1.870374074814963,1.113436511940618
-1.8695739147829566,0.9100216226463121
-1.8687737547509502,1.0829170260939267
-1.8679735947189438,1.0223238696692898
-1.8671734346869373,1.0576951093108795
-1.866373274654931,1.1595888083896475
-1.8655731146229246,0.9397683642931628
-1.8647729545909182,0.8833086231906588
-1.8639727945589117,0.8640834078920543
-1.8631726345269053,0.865784131133135
-1.862372474494899,0.9339631455780273
-1.8615723144628926,0.9700746700855676
-1.8607721544308862,0.9578928594043279
-1.8599719943988797,1.0071847141177834
-1.8591718343668733,0.919987643612951
-1.858371674334867,1.0582405359088924
-1.8575715143028606,0.8805998807754384
-1.8567713542708542,1.1732398328715248
-1.8559711942388477,0.9579260738628982
-1.8551710342068413,0.8037592321123632
-1.854370874174835,0.7764807679184239
-1.8535707141428286,0.9258918265033682
-1.8527705541108221,0.8493525674337247
-1.8519703940788157,0.9371330070079364
-1.8511702340468092,0.9070708397055889
-1.850370074014803,0.8464584714764675
-1.8495699139827966,0.7630366005522262
-1.8487697539507901,0.6901863423560675
-1.8479695939187837,0.790955304100844
-1.8471694338867772,0.9151632148474993
-1.846369273854771,0.8448302076025016
-1.8455691138227646,0.692725575231756
-1.8447689537907581,0.8284774486393277
-1.8439687937587517,0.8435324413367744
-1.8431686337267454,0.7104379131503228
-1.842368473694739,0.808000889020403
-1.8415683136627325,0.7922359027360698
-1.840768153630726,0.6658867473506592
-1.8399679935987197,0.8097135165546968
-1.8391678335667134,0.8237466574505726
-1.838367673534707,0.8696893384890363
-1.8375675135027005,0.860463178340809
-1.836767353470694,0.6109977098433834
-1.8359671934386879,0.6486468959926794
-1.8351670334066814,0.7875809255759761
-1.834366873374675,0.7810874043964077
-1.8335667133426685,0.7748285663848677
-1.832766553310662,1.102195680049838
-1.8319663932786558,0.7675942272046914
-1.8311662332466494,0.8176284647187274
-1.830366073214643,0.7930230488721033
-1.8295659131826365,0.7562973849196422
-1.82876575315063,0.6531513065632384
-1.8279655931186238,0.754079877150574
-1.8271654330866174,0.5943900797527348
-1.826365273054611,0.6414654781918128
-1.8255651130226045,0.6100709831420141
-1.824764952990598,0.6602401824866634
-1.8239647929585918,0.876949657880791
-1.8231646329265854,0.45217408744995724
-1.822364472894579,0.7009293751658053
-1.8215643128625725,0.46442063374622866
-1.820764152830566,0.5718741860311924
-1.8199639927985598,0.7213240430423711
-1.8191638327665534,0.6122052272512049
-1.818363672734547,0.4913377933583245
-1.8175635127025405,0.5209039226800848
-1.816763352670534,0.6537032407054242
-1.8159631926385278,0.5060032979726675
-1.8151630326065213,0.5939698122022635
-1.814362872574515,0.5701528000028476
-1.8135627125425084,0.49369508884670477
-1.812762552510502,0.7664970593705377
-1.8119623924784958,0.6087302733931705
-1.8111622324464893,0.3360482020111372
-1.8103620724144829,0.5504205255993336
-1.8095619123824764,0.45879780039257134
-1.80876175235047,0.6034100279984033
-1.8079615923184638,0.4320939390527935
-1.8071614322864573,0.4930409339003438
-1.8063612722544509,0.5481712941312163
-1.8055611122224444,0.5773956733441312
-1.804760952190438,0.3639278771025797
-1.8039607921584317,0.4436347111735791
-1.8031606321264253,0.42270775073850847
-1.8023604720944189,0.3979771131135391
-1.8015603120624124,0.6329536997951346
-1.800760152030406,0.48999534878339485
-1.7999599919983997,0.3164885245219598
-1.7991598319663933,0.5274338752755265
-1.7983596719343868,0.64092525740111
-1.7975595119023804,0.5250094957344552
-1.7967593518703742,0.262870858408741
-1.7959591918383677,0.359421065039799
-1.7951590318063613,0.527564115369012
-1.7943588717743548,0.3231266717656242
-1.7935587117423484,0.43128844786693266
-1.7927585517103422,0.45737524520040285
-1.7919583916783357,0.2802167549515589
-1.7911582316463293,0.35994803569732103
-1.7903580716143228,0.03475759305298798
-1.7895579115823166,0.2494224849850919
-1.7887577515503101,0.31957470219538125
-1.7879575915183037,0.2130169934780456
-1.7871574314862972,0.49399394260346374
-1.7863572714542908,0.18069006131981888
-1.7855571114222846,0.27264520399246
-1.7847569513902781,0.32266341094102197
-1.7839567913582717,0.4466508101243755
-1.7831566313262652,0.15186600209460288
-1.7823564712942588,0.40469211702522767
-1.7815563112622526,0.28231754179828855
-1.780756151230246,0.17605701452399103
-1.7799559911982397,0.3133272018547365
-1.7791558311662332,0.27992731053409925
-1.7783556711342268,0.19289983249514858
