x,y
-20.0,54.647821448445356
-19.99866657777185,54.5678493793996
-19.997333155543703,54.62614512419756
-19.995999733315553,54.68955786710243
-19.994666311087407,54.4859000375907
-19.993332888859257,54.45414805403451
-19.99199946663111,54.599919551341046
-19.99066604440296,54.479372937840125
-19.98933262217481,54.312512691109426
-19.987999199946664,54.366751327465494
-19.986665777718514,54.21539859875335
-19.985332355490367,54.16062787542897
-19.983998933262217,54.17307884768531
-19.982665511034067,53.89546376428274
-19.98133208880592,53.84844294542812
-19.97999866657777,53.895089321791794
-19.978665244349624,53.77666560977549
-19.977331822121474,53.83225855810066
-19.975998399893328,53.62917839043525
-19.974664977665178,53.49416694392005
-19.973331555437028,53.69365618069417
-19.97199813320888,53.432493325206416
-19.97066471098073,53.36609753345228
-19.969331288752585,53.117446458755126
-19.967997866524435,53.10237133144131
-19.966664444296285,53.061111161272
-19.96533102206814,52.82445927814479
-19.96399759983999,52.8630083224981
-19.962664177611842,52.64760465555649
-19.961330755383692,52.557089491551366
-19.959997333155545,52.40104935459648
-19.958663910927395,52.51779050942514
-19.957330488699245,52.19894813654595
-19.9559970664711,51.95866564164772
-19.95466364424295,52.00724526998356
-19.953330222014802,51.659887333648165
-19.951996799786652,51.65627780534609
-19.950663377558502,51.28929520345625
-19.949329955330356,51.19877784201685
-19.947996533102206,51.19409294267642
-19.94666311087406,51.087552911223504
-19.94532968864591,50.866644737995074
-19.943996266417763,50.670260360059565
-19.942662844189613,50.4805613557984
-19.941329421961463,50.18820919541543
-19.939995999733316,50.08602388357358
-19.938662577505166,49.93046292128633
-19.93732915527702,49.8973436753081
-19.93599573304887,49.63769890463883
-19.93466231082072,49.235354691061715
-19.933328888592573,49.24902001129206
-19.931995466364423,48.979703068315175
-19.930662044136277,48.74878127727819
-19.929328621908127,48.672581736846595
-19.92799519967998,48.50614931614177
-19.92666177745183,48.28452365614232
-19.92532835522368,47.892547818081034
-19.923994932995534,47.72736674725428
-19.922661510767384,47.56999429280972
-19.921328088539237,47.40978125812634
-19.919994666311087,47.03646444586415
-19.918661244082937,46.83478513799635
-19.91732782185479,46.50851867369837
-19.91599439962664,46.26218275416912
-19.914660977398494,46.222575706551275
-19.913327555170344,46.03335385956084
-19.911994132942198,45.64384137277254
-19.910660710714048,45.50163297729953
-19.909327288485898,45.18462455136859
-19.90799386625775,44.82809358239236
-19.9066604440296,44.66987266686194
-19.905327021801455,44.52566704420599
-19.903993599573305,44.10343379099671
-19.902660177345155,43.995676685725336
-19.901326755117008,43.30649704160223
-19.899993332888858,43.377004925105545
-19.89865991066071,43.02696717296387
-19.89732648843256,42.708935161709924
-19.895993066204415,42.46573220522842
-19.894659643976265,41.972687617332184
-19.893326221748115,41.86155538936119
-19.89199279951997,41.62852331644841
-19.89065937729182,41.447124264685606
-19.889325955063672,40.95128604969048
-19.887992532835522,40.623319604568294
-19.886659110607376,40.35234928687143
-19.885325688379226,40.18974399108105
-19.883992266151076,39.824103244742695
-19.88265884392293,39.42864501322811
-19.88132542169478,39.2207323736747
-19.879991999466633,38.864313001435264
-19.878658577238483,38.63410787265957
-19.877325155010332,38.14713836129242
-19.875991732782186,37.86216374771631
-19.874658310554036,37.53081542192453
-19.87332488832589,37.09630515112025
-19.87199146609774,36.94245752717113
-19.870658043869593,36.60672279459939
-19.869324621641443,36.246507921634326
-19.867991199413293,35.88554949311036
-19.866657777185146,35.428140018930826
-19.865324354956996,35.185963789346104
-19.86399093272885,34.84981567527664
-19.8626575105007,34.457651164726016
-19.86132408827255,34.173300572922294
-19.859990666044403,33.879168642085816
-19.858657243816253,33.674526532827905
-19.857323821588107,33.14834603847061
-19.855990399359957,32.79948563128085
-19.85465697713181,32.407016584830515
-19.85332355490366,31.86122925123978
-19.85199013267551,31.68704128917251
-19.850656710447364,31.330269735164936
-19.849323288219214,31.203119450854466
-19.847989865991067,30.56812903763696
-19.846656443762917,30.24613813767458
-19.845323021534767,29.839205999053245
